"idnum","uniq_id","year","estratopri","strata","upm","prov1t","q1tb","q2","wt","weight1500","idio2","fs2","it1","l1b","vic1ext","pole2n","aoj11","wvsi2","wvsi3","cses6n","b2","b3","b4","b6","b32","b37","b47a","b21a","b43","ed_usa"
"830",21400000830,2021,"Northeast",4000002021,400083021,"Massachusetts","1",43,0.56,0.564871788,"0","0","7.5","7","0","10","10","1","1","5","2","4",NA,"4","3","4","4","1","7","4-year college degree"
"831",21400000831,2021,"South",4000002021,400083121,"Texas","1",45,0.35,0.351748109,"0","0","7.5","5","0","7.5","7.5","1","1","5","4","4","4","4","4","4","4","4","4","2-year college degree"
"832",21400000832,2021,"South",4000002021,400083221,"Florida","1",40,0.47,0.472727865,"1","0","10","6","0","7.5","7.5","1","0","5","4","4","3","4","4","2","4","4","4","2-year college degree"
"833",21400000833,2021,"South",4000002021,400083321,"Florida","0",52,0.53,0.528277814,"0","0","7.5","4","0","7.5","10","1","0","2.5","5","4","4","5","2","4","6","6","7","High school graduate"
"834",21400000834,2021,"South",4000002021,400083421,"Tennessee","0",59,0.73,0.728156447,"0","0","7.5","10","0","10","10","1","0","10","4","5","7","7","6","1","2","1","7","High school graduate"
"835",21400000835,2021,"South",4000002021,400083521,"Georgia","0",36,0.58,0.580726206,"0","1","5","5","0","2.5","5","1","1","0","2","2","2","6","2","2","4","2","4","2-year college degree"
"836",21400000836,2021,"South",4000002021,400083621,"Georgia","1",41,0.55,0.551426411,"1","0","5","2","1","7.5","5","0","0","2.5","4","3","2","4","4","6","6","7","3","4-year college degree"
"837",21400000837,2021,"Midwest",4000002021,400083721,"Indiana","1",30,0.81,0.80911994,"0","0","2.5","10","0","10","10","1","0","7.5","5","7","6","7","4","1","1","1","7","4-year college degree"
"838",21400000838,2021,"Northeast",4000002021,400083821,"Massachusetts","1",42,0.81,0.80911994,"0","0","7.5","7","0","7.5","7.5","1","1","7.5","3","3","3","4","4","2","3","2","4","4-year college degree"
"839",21400000839,2021,"South",4000002021,400083921,"Virginia","1",60,0.67,0.667299867,"0","0","7.5","5","0","7.5","10","0","0","5","6","5","6","5","6","4","6","7","7","2-year college degree"
"840",21400000840,2021,"South",4000002021,400084021,"Georgia","1",44,0.72,0.71519351,"0","0","10","10","0","10","7.5","0","0","7.5","4","1","3","6","6","1","2","1","7","Some college, but no degree (yet)"
"841",21400000841,2021,"Northeast",4000002021,400084121,"New Jersey","1",38,0.6,0.602401614,"0","0","5","3","0","7.5","7.5","0","1","2.5","2","3","3","4","3","3","4","2","5","4-year college degree"
"842",21400000842,2021,"South",4000002021,400084221,"Florida","1",36,0.46,0.460326552,"0","0","7.5","4","1","7.5","7.5","1","1","7.5","6","7","7","6","6","2","2","5","7","4-year college degree"
"843",21400000843,2021,"Midwest",4000002021,400084321,"Ohio","0",63,0.85,0.84633863,"1","0","7.5","5","0","7.5","7.5","0","0","2.5","6","5","5","6","5","5","6","5","6","2-year college degree"
"844",21400000844,2021,"South",4000002021,400084421,"Delaware","0",58,0.5,0.495063663,"0","0","7.5","1","0","7.5","10","1","1","0","3","3","3","3","4","5","7","7","2","High school graduate"
"845",21400000845,2021,"Midwest",4000002021,400084521,"Wisconsin","0",24,0.82,0.822393477,"0","1","5","1","0","5","7.5","1","1","2.5","3","2","3","4","2","1","5","4","3","High school graduate"
"846",21400000846,2021,"Midwest",4000002021,400084621,"Ohio","1",40,0.47,0.469980866,"0","0","7.5","5","0","7.5","7.5","1","0","2.5","3","3","2","4","3","1","4","2","4","2-year college degree"
"847",21400000847,2021,"Midwest",4000002021,400084721,"Illinois","1",45,1.06,1.055066705,"0","0","7.5","2","0","7.5","7.5","1","0","7.5","5","6","5","6","5","5","6","5","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"848",21400000848,2021,"South",4000002021,400084821,"Louisiana","0",40,0.75,0.750483572,"0","0","10","7","0","7.5","7.5","0","0","0","6","6","6","6","5","1","2","1","6","Some college, but no degree (yet)"
"849",21400000849,2021,"Midwest",4000002021,400084921,"South Dakota","0",41,0.44,0.441614747,"0","0","7.5","6","0","7.5","7.5","1","1","2.5","7","6","6","7","5","6","7","6","7","2-year college degree"
"850",21400000850,2021,"Midwest",4000002021,400085021,"Minnesota","0",19,1.22,1.220016956,"0","0","10","2","0","7.5","10","0","0","2.5","6","5","6","5","7","7","7","6","5","High school graduate"
"851",21400000851,2021,"South",4000002021,400085121,"Tennessee","1",41,0.64,0.642993748,"0","1","10","10","0","7.5","10","1","1","7.5","7","5","7","5","4","1","4","5","7","High school graduate"
"852",21400000852,2021,"South",4000002021,400085221,"North Carolina","0",56,1.01,1.013831258,"0","0","5","3","0","2.5","7.5","1","1","5","1","3","1","2","1","6","7","6","1","Some college, but no degree (yet)"
"853",21400000853,2021,"South",4000002021,400085321,"Texas","1",40,0.64,0.642993748,"0","0","7.5","10","0","7.5","7.5","1","0","5","3","3","2","2","3","1","1","2","7","High school graduate"
"854",21400000854,2021,"South",4000002021,400085421,"Florida","0",57,0.7,0.702323377,"0","0","7.5","8","0","10","10","1","0","10","3","2","4","4","5","1","2","1","4","High school graduate"
"855",21400000855,2021,"Midwest",4000002021,400085521,"Illinois","1",42,0.76,0.758420944,"0","0","5","10","0","7.5","7.5","1","0","5","1","2","1","1","1","1","1","1","7","High school graduate"
"856",21400000856,2021,"Midwest",4000002021,400085621,"Minnesota","0",47,1.03,1.030322671,"0","1","5","6","0","7.5","5","0","0","5","3","3","4","4","2","1","3","1","4","High school graduate"
"857",21400000857,2021,"South",4000002021,400085721,"Louisiana","1",43,0.92,0.921021461,"0","0","7.5","10","0","7.5","7.5","0","0","5","4","4","6","7","4","4","4","5","7","High school graduate"
"858",21400000858,2021,"South",4000002021,400085821,"Kentucky","1",36,0.92,0.921021461,"0","0","7.5","9","0","10","10","1","0","5","3","2","2","4","4","1","1","1","5","High school graduate"
"859",21400000859,2021,"West",4000002021,400085921,"California","0",43,2.5,2.503796101,"0","0","7.5","2","0","5","5","1","1","5","6","5","4","4","5","5","7","7","5","High school graduate"
"860",21400000860,2021,"South",4000002021,400086021,"Tennessee","1",42,0.84,0.835547864,"0","0","7.5","4","0","7.5","7.5","1","0","5","3","1","3","5","3","2","2","1","5","High school graduate"
"861",21400000861,2021,"South",4000002021,400086121,"Alabama","1",57,0.62,0.617838025,"0","0","5","10","0","5","5","1","0","5","5","1","4","5","1","1","1","6","7","High school graduate"
"862",21400000862,2021,"South",4000002021,400086221,"Maryland","1",45,0.67,0.667299867,"0","0","7.5","4","0","7.5","10","1","1","5","6","5","5","4","5","6","7","7","6","Some college, but no degree (yet)"
"863",21400000863,2021,"Midwest",4000002021,400086321,"Illinois","1",43,0.64,0.639257312,"0","0","7.5","1","0","7.5","7.5","1","0","5","1","4","1","1","1","1","3","4","1","High school graduate"
"864",21400000864,2021,"Northeast",4000002021,400086421,"Pennsylvania","1",63,0.77,0.766166031,"0","0","10","1","0","2.5","10","1","0","5","5","6","4","6","6","1","2","7","7","High school graduate"
"865",21400000865,2021,"Midwest",4000002021,400086521,"Wisconsin","0",52,0.62,0.623111784,"0","0","7.5","1","0","7.5","10","0","1","2.5","7","4","5","5","6","5","7","5","4","High school graduate"
"866",21400000866,2021,"Northeast",4000002021,400086621,"New York","0",45,0.46,0.463911444,"0","0","7.5","5","0","7.5","10","1","0","2.5","4","3","4","5","3","3","5","5","5","Some college, but no degree (yet)"
"867",21400000867,2021,"Northeast",4000002021,400086721,"New York","0",55,0.88,0.883979261,"0","0","7.5","10","0","7.5","7.5","1","0","0","1","1","1","7","1","1","1","1","1","High school graduate"
"868",21400000868,2021,"South",4000002021,400086821,"Florida","1",38,0.92,0.921021461,"0","1","2.5","10","0","2.5","2.5","1","0","0","4","3","5","1","2","3","1","1","7","High school graduate"
"869",21400000869,2021,"Midwest",4000002021,400086921,"Ohio","0",54,0.24,0.237448484,"0","0","7.5","7","0","5","7.5","0","0","5","3","4","5","5","3","3","5","2","5","High school graduate"
"870",21400000870,2021,"South",4000002021,400087021,"Texas","0",45,0.4,0.404334337,"0","0","7.5","6","1","7.5","10","0","0","5","5","5","7","7","5","2","5","4","7","Some college, but no degree (yet)"
"871",21400000871,2021,"Midwest",4000002021,400087121,"Indiana","0",41,0.75,0.750483572,"0","1","7.5","8","0","10","10","1","0","7.5","4","4","5","3","5","1","4","1","6","Some college, but no degree (yet)"
"872",21400000872,2021,"West",4000002021,400087221,"California","0",56,0.7,0.702323377,"0","0","7.5","6","0","5","7.5","1","1","10","1","1","1","1","1","2","1","1","4","High school graduate"
"873",21400000873,2021,"South",4000002021,400087321,"Tennessee","0",41,0.75,0.750483572,"0","0","7.5","6","0","7.5","7.5","0","0","2.5","5","3","4","3","4","1","4","2","5","Some college, but no degree (yet)"
"874",21400000874,2021,"South",4000002021,400087421,"Florida","0",41,1.01,1.012957335,"0","0","7.5","6","0","7.5","7.5","1","0","0","6","4","7","6","5","2","6","5","7","Some college, but no degree (yet)"
"875",21400000875,2021,"West",4000002021,400087521,"Montana","0",45,0.99,0.994156957,"0","0","7.5","10","0","7.5","10","0","0","0","1","6","7","5","6","1","1","1","7","2-year college degree"
"876",21400000876,2021,"Midwest",4000002021,400087621,"Illinois","1",44,0.76,0.758420944,"0","0","5","5","0","7.5","2.5","1","0","5","4","4","4","4","4","4","4","4","4","High school graduate"
"877",21400000877,2021,"Midwest",4000002021,400087721,"Minnesota","0",60,0.7,0.702323377,"0","0","7.5","10","0","10","10","0","0","0","3","1","3","3","3","1","1","1","7","High school graduate"
"878",21400000878,2021,"Midwest",4000002021,400087821,"Ohio","0",18,1.45,1.447439671,"1","0","7.5","1","0","5","7.5","1","0","2.5","1","3","1","1","2","5","2","2","1","High school graduate"
"879",21400000879,2021,"South",4000002021,400087921,"West Virginia","1",41,0.72,0.71519351,"0","0","5","9","0","7.5","7.5","1","0","5","5","3","3","1","3","1","1","3","7","Some college, but no degree (yet)"
"880",21400000880,2021,"West",4000002021,400088021,"California","1",65,0.87,0.873173118,"0","1","7.5","5","0","10","5","1","0","5","7","5","4","7","4","4","5","7","7","High school graduate"
"881",21400000881,2021,"South",4000002021,400088121,"West Virginia","0",54,0.46,0.464221001,"0","0","7.5","5","0","7.5","7.5","1","0","5","4","4","4","4","4","4","6","6","7","High school graduate"
"882",21400000882,2021,"West",4000002021,400088221,"California","0",58,0.68,0.681021631,"0","0","7.5","8","0","7.5","10","1","0","5","2","5","1","3","1","1","1","1","7","Did not graduate from high school"
"883",21400000883,2021,"South",4000002021,400088321,"Texas","0",29,3.43,3.430526018,"1","0","5","1","0","7.5","7.5","0","0","0","2","4","7","4","2","1","1","2","7","Some college, but no degree (yet)"
"884",21400000884,2021,"Northeast",4000002021,400088421,"Rhode Island","0",20,1.23,1.226135135,"1","0","10","10","0","5","7.5","1","1","10","7","7","7","7","7","7","7","7","7","4-year college degree"
"885",21400000885,2021,"Midwest",4000002021,400088521,"Minnesota","1",22,1.27,1.271805882,"0","1","7.5","5","0","10","10","1","1","5","7","7","4","7","4","4","7","7","7","Did not graduate from high school"
"886",21400000886,2021,"Midwest",4000002021,400088621,"Ohio","0",53,1.06,1.058921099,"0","1","5","8","0","10","7.5","1","0","2.5","6","6","6","7","6","4","5","5","6","High school graduate"
"887",21400000887,2021,"Northeast",4000002021,400088721,"New York","0",59,0.75,0.749442816,"0","0","7.5","9","1","10","10","0","0","7.5","7","7","7","7","6","1","5","1","7","High school graduate"
"888",21400000888,2021,"West",4000002021,400088821,"Arizona","0",58,0.7,0.702323377,"0","0","7.5","10","0","7.5","7.5","0","0","7.5","1","2","2","4","4","1","2","1","7","High school graduate"
"889",21400000889,2021,"Northeast",4000002021,400088921,"Massachusetts","1",43,0.76,0.757567346,"1","0","7.5","5","0","10","10","1","0","7.5","3","6","5","7","6","1","1","3","6","High school graduate"
"890",21400000890,2021,"Midwest",4000002021,400089021,"Wisconsin","1",36,1.22,1.218904018,"0","0","7.5","5","0","7.5","7.5","1","1","0","3","2","3","3","4","1","2","1","7","High school graduate"
"891",21400000891,2021,"Midwest",4000002021,400089121,"Kansas","0",39,1.09,1.09000504,"0","0","7.5","1","0","7.5","7.5","1","1","5","2","3","3","6","3","2","5","4","7","2-year college degree"
"892",21400000892,2021,"South",4000002021,400089221,"Maryland","0",62,0.55,0.552575052,"0","1","7.5","10","0","7.5","7.5","1","1","7.5","5","5","6","6","6","4","5","6","7","Did not graduate from high school"
"893",21400000893,2021,"Midwest",4000002021,400089321,"Ohio","1",39,0.64,0.639257312,"0","0","7.5","3","0","2.5","5","1","0","5","5","2","3","5","2","3","6","6","6","High school graduate"
"894",21400000894,2021,"South",4000002021,400089421,"Kentucky","0",47,0.63,0.632998526,"0","0","7.5","5","0","7.5","7.5","1","1","10","5","7","6","5","5","5","5","6","7","High school graduate"
"895",21400000895,2021,"Northeast",4000002021,400089521,"New York","0",56,0.45,0.44568342,"0","0","5","8","0","7.5","10","1","1","7.5","3","4","5","5","3","3","5","4","5","High school graduate"
"896",21400000896,2021,"South",4000002021,400089621,"Florida","0",62,1,0.997246087,"0","0","7.5","8","0","10","10","0","0","5","3","3","7","6","5","1","4","1","7","High school graduate"
"897",21400000897,2021,"Northeast",4000002021,400089721,"Vermont","0",41,1.55,1.546338677,"0","0","2.5","10","1","10","5","1","0","7.5","5","3","6","6","2","2","5","1","7","Some college, but no degree (yet)"
"898",21400000898,2021,"Midwest",4000002021,400089821,"Michigan","1",35,0.78,0.782977939,"0","0","7.5","8","0","7.5","2.5","1","1","7.5","5","5","6","4","6","3","6","7","6","High school graduate"
"899",21400000899,2021,"South",4000002021,400089921,"Florida","0",28,1.4,1.403239608,"0","0","7.5","2","0","7.5","7.5","1","0","0","2","4","3","4","5","5","7","4","5","2-year college degree"
"900",21400000900,2021,"West",4000002021,400090021,"Wyoming","0",53,0.53,0.528277814,"0","0","10","4","1","7.5","10","0","0","0","4","5","5","4","6","5","6","5","6","High school graduate"
"901",21400000901,2021,"South",4000002021,400090121,"Mississippi","0",38,0.5,0.496053845,"0","0","7.5","5","0","7.5","7.5","1","0","5","3","3","4","3","4","3","4","2","7","2-year college degree"
"902",21400000902,2021,"Midwest",4000002021,400090221,"Ohio","0",59,0.39,0.39128226,"1","0","5","4","0","7.5","10","1","1","0","2","2","3","2","2","2","5","6","7","High school graduate"
"903",21400000903,2021,"South",4000002021,400090321,"North Carolina","0",62,1,0.997246087,"0","0","7.5","10","0","7.5","10","0","0","5","1","7","7","6","6","1","3","1","7","High school graduate"
"904",21400000904,2021,"West",4000002021,400090421,"California","0",34,0.86,0.861504674,"0","1","7.5","5","0","7.5","10","0","0","5","5","6","6","6","6","4","7","6","7","2-year college degree"
"905",21400000905,2021,"Midwest",4000002021,400090521,"Ohio","0",41,0.75,0.750483572,"0","0","5","6","0","7.5","10","1","0","7.5","4","5","4","5","4","1","3","1","5","Some college, but no degree (yet)"
"906",21400000906,2021,"Midwest",4000002021,400090621,"Minnesota","0",42,0.53,0.529011488,"0","0","10","3","0","10","10","0","1","2.5","5","4","5","4","6","6","6","6","5","2-year college degree"
"907",21400000907,2021,"Midwest",4000002021,400090721,"Indiana","0",59,0.5,0.495063663,"0","0","5","2","0","7.5","10","0","0","5","4","5","5","5","4","4","6","7","6","High school graduate"
"908",21400000908,2021,"South",4000002021,400090821,"Texas","1",56,0.32,0.321416825,"0","0","7.5","5","0","10","7.5","1","1","7.5","6","5","2","5","5","4","6","6","1","2-year college degree"
"909",21400000909,2021,"West",4000002021,400090921,"California","0",24,1.32,1.315817356,"0","0","10","8","0","5","7.5","0","1","5","1","6","2","1","1","1","1","4","5","Some college, but no degree (yet)"
"910",21400000910,2021,"Northeast",4000002021,400091021,"New York","0",44,0.53,0.529011488,"0","0","7.5","1","0","5","10","0","0","5","5","5","4","5","5","5","6","5","4","Some college, but no degree (yet)"
"911",21400000911,2021,"Northeast",4000002021,400091121,"New York","1",22,1.35,1.354101777,"0","0","2.5","1","0","2.5","2.5","0","1","0","1","1","1","1","1","1","1","1","1","High school graduate"
"912",21400000912,2021,"South",4000002021,400091221,"Florida","1",35,0.47,0.472727865,"0","0","5","5","0","7.5","7.5","1","0","5","4","4","4","4","4","4","4","4","4","Some college, but no degree (yet)"
"913",21400000913,2021,"South",4000002021,400091321,"Texas","0",52,1.05,1.050783753,"0","0","7.5","6","0","7.5","5","1","1","2.5","2","5","5","5","2","1","1","1","7","High school graduate"
"914",21400000914,2021,"South",4000002021,400091421,"Texas","0",61,0.27,0.27345857,"0","0","7.5","3","0","7.5","10","1","1","2.5","3","2","3","4","3","5","7","6","6","High school graduate"
"915",21400000915,2021,"Midwest",4000002021,400091521,"Illinois","1",51,0.84,0.842358053,"0","0","7.5","6","0","5","7.5","1","0","7.5","2","3","3","5","2","2","2","2","6","High school graduate"
"916",21400000916,2021,"Midwest",4000002021,400091621,"Michigan","0",43,1.3,1.300596952,"0","0","5","1","0","7.5","7.5","1","0","0","1","1","5","5","1","1","5","5","5","High school graduate"
"917",21400000917,2021,"South",4000002021,400091721,"Florida","0",58,0.7,0.702323377,"0","0","5","8","0","7.5","5","1","0","5","2","5","7","7","1","1","5","1","7","High school graduate"
"918",21400000918,2021,"South",4000002021,400091821,"Maryland","0",60,0.51,0.513273239,"0","0","7.5","6","0","7.5","7.5","0","0","0","5","6","6","5","6","5","7","6","6","High school graduate"
"919",21400000919,2021,"Northeast",4000002021,400091921,"Pennsylvania","1",58,0.29,0.291961998,"0","1","7.5","4","0","7.5","10","1","0","0","4","3","1","2","4","4","4","4","2","High school graduate"
"920",21400000920,2021,"South",4000002021,400092021,"Maryland","0",35,0.42,0.415366948,"0","0","7.5","6","0","7.5","5","0","0","2.5","3","4","4","4","2","2","5","4","3","2-year college degree"
"921",21400000921,2021,"West",4000002021,400092121,"Idaho","0",42,0.75,0.750483572,"0","0","7.5","8","0","7.5","10","1","0","5","2","1","7","7","4","1","2","1","7","2-year college degree"
"922",21400000922,2021,"Midwest",4000002021,400092221,"Illinois","1",56,0.66,0.658886909,"1","0","7.5","1","0","7.5","10","1","0","10","7","7","7","7","7","6","7","7","7","High school graduate"
"923",21400000923,2021,"Midwest",4000002021,400092321,"Minnesota","0",44,0.75,0.750483572,"0","0","7.5","8","0","7.5","7.5","0","0","5","6","6","6","6","5","2","4","4","7","Some college, but no degree (yet)"
"924",21400000924,2021,"West",4000002021,400092421,"Idaho","1",69,1.21,1.212818503,"0","0","7.5","8","0","10","10","1","1","5","4","4","4","6","5","3","6","5","7","High school graduate"
"925",21400000925,2021,"Midwest",4000002021,400092521,"Missouri","0",67,1.17,1.169137001,"0","0","7.5","10","0","7.5","7.5","1","0","7.5","4","6","6","6","6","3","4","1","7","High school graduate"
"926",21400000926,2021,"Midwest",4000002021,400092621,"Indiana","1",69,0.95,0.95001179,"0","0","7.5","10","0","10","7.5","1","0","5","4","3","5","6","6","1","2","1","7","High school graduate"
"927",21400000927,2021,"Midwest",4000002021,400092721,"Michigan","0",37,1.55,1.546338677,"0","0","7.5","6","0","10","10","1","0","5","2","3","4","4","5","1","3","1","5","2-year college degree"
"928",21400000928,2021,"Northeast",4000002021,400092821,"Pennsylvania","0",30,0.85,0.853478134,"0","0","7.5","5","0","7.5","7.5","1","0","5","2","3","2","2","4","1","2","2","3","Some college, but no degree (yet)"
"929",21400000929,2021,"Northeast",4000002021,400092921,"New York","0",44,0.75,0.750483572,"0","0","5","7","0","7.5","10","0","0","10","2","5","1","6","5","1","1","1","7","2-year college degree"
"930",21400000930,2021,"Midwest",4000002021,400093021,"Michigan","1",30,0.67,0.667186499,"0","0","7.5","1","0","10","10","1","1","2.5","4","3","4","4","5","4","6","6","4","Some college, but no degree (yet)"
"931",21400000931,2021,"Midwest",4000002021,400093121,"Wisconsin","0",41,0.53,0.529011488,"1","0","7.5","5","1","2.5","7.5","0","0","0","1","2","2","2","4","6","7","6","4","2-year college degree"
"932",21400000932,2021,"Northeast",4000002021,400093221,"Pennsylvania","0",46,0.68,0.681021631,"0","0","7.5","5","1","7.5","7.5","1","1","10","1","5","1","2","1","1","1","1","No me considero americano","High school graduate"
"933",21400000933,2021,"Midwest",4000002021,400093321,"Ohio","1",58,0.72,0.718433559,"1","0","5","6","0","7.5","10","1","0","0","3","1","4","1","1","1","4","1","7","High school graduate"
"934",21400000934,2021,"Midwest",4000002021,400093421,"Missouri","1",55,0.66,0.658886909,"0","0","7.5","1","0","5","7.5","1","0","10","1","1","1","1","1","1","7","7","7","High school graduate"
"935",21400000935,2021,"South",4000002021,400093521,"Georgia","0",28,1.11,1.109075189,"0","0","7.5","1","0","7.5","7.5","1","0","5","4","4","4","4","4","1","7","7","7","Some college, but no degree (yet)"
"936",21400000936,2021,"South",4000002021,400093621,"Florida","1",40,1.03,1.030258656,"0","0","2.5","1","0","5","5",NA,NA,"5","4","4","4","4","4","4","4","4","No me considero americano","4-year college degree"
"937",21400000937,2021,"Northeast",4000002021,400093721,"Pennsylvania","1",40,0.85,0.850954831,"0","1","2.5","5","0","7.5","5","1","0","0","4","3","4","5","4","3","3","3","7","High school graduate"
"938",21400000938,2021,"Midwest",4000002021,400093821,"Michigan","1",55,0.29,0.291961998,"0","0","7.5","10","0","10","10","1","0","5","3","1","6","5","4","1","1","1","7","High school graduate"
"939",21400000939,2021,"South",4000002021,400093921,"Florida","0",51,0.75,0.749442816,"0","0","7.5","8","0","10","7.5","0","0","10","1","1","4","4","6","1","3","1","7","High school graduate"
"940",21400000940,2021,"West",4000002021,400094021,"Utah","1",27,1.39,1.39268291,"0","0","5","4","0","5","7.5","1","0","5","1","1","1","3","1","1","1","1","1","2-year college degree"
"941",21400000941,2021,"South",4000002021,400094121,"Florida","1",58,1.01,1.012521267,"1","0","10","10","0","10","10","1","0","2.5","2","3","4","3","7","1","2","1","7","High school graduate"
"942",21400000942,2021,"Northeast",4000002021,400094221,"Massachusetts","1",40,1.29,1.294663191,"0","0","7.5","5","1","7.5","7.5","0","0","7.5","5","2","6","6","4","1","4","1","7","Did not graduate from high school"
"943",21400000943,2021,"Midwest",4000002021,400094321,"Michigan","1",57,0.71,0.710006118,"0","0","5","1","0","7.5","7.5","1","0","5","4","4","4","4","2","4","6","7","5","High school graduate"
"944",21400000944,2021,"South",4000002021,400094421,"Louisiana","0",41,4.18,4.183593273,"0","0","7.5","10","0","10","10","1","0","2.5","5","6","7","6","6","1","3","1","6","Did not graduate from high school"
"945",21400000945,2021,"West",4000002021,400094521,"Colorado","0",60,0.48,0.481296092,"0","1","7.5","3","0","7.5","10","0","1","0","5","5","6","7","4","5","7","7","7","High school graduate"
"946",21400000946,2021,"South",4000002021,400094621,"Georgia","1",26,1.39,1.39268291,"1","0","7.5","1","0","7.5","7.5","1","1","5","2","2","2","2","2","5","4","6","2","Some college, but no degree (yet)"
"947",21400000947,2021,"South",4000002021,400094721,"Florida","0",47,1.4,1.403215408,"1","1","2.5","5","0","7.5","7.5","1","1","5","3","2","3","4","5","1","2","1","7","Did not graduate from high school"
"948",21400000948,2021,"South",4000002021,400094821,"Virginia","1",37,0.47,0.472727865,"1","0","7.5","2","0","7.5","7.5","1","0","2.5","5","4","3","5","5","4","6","6","No me considero americano","2-year college degree"
"949",21400000949,2021,"South",4000002021,400094921,"Florida","1",44,0.47,0.472727865,"0","0","7.5","8","0","10","10","1","0","0","5","6","6","6","6","1","2","1","7","2-year college degree"
"950",21400000950,2021,"Northeast",4000002021,400095021,"Pennsylvania","0",27,0.49,0.491784334,"1","0","7.5","4","0","7.5","7.5","1","0","5","4","4","3","5","3","3","5","3","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"951",21400000951,2021,"South",4000002021,400095121,"Kentucky","1",51,1.08,1.080452085,"0","0","7.5","10","0","10","7.5","1","0","2.5","6","6","6","5","5","2","3","2","6","High school graduate"
"952",21400000952,2021,"South",4000002021,400095221,"Virginia","0",59,0.73,0.728156447,"0","0","5","10","1","7.5","5","1","0","5","2","2","2","3","3","1","1","1","3","High school graduate"
"953",21400000953,2021,"South",4000002021,400095321,"Georgia","0",28,1.38,1.375177979,"1","0","7.5","10","0","2.5","10","1","0","10","1","1","1","1","1","1","1","1","1","Some college, but no degree (yet)"
"954",21400000954,2021,"South",4000002021,400095421,"Virginia","0",40,0.2,0.201589778,"0","0","7.5","3","0","10","10","1","0","5","5","5","5","5","6","3","6","5","6","2-year college degree"
"955",21400000955,2021,"South",4000002021,400095521,"Tennessee","1",44,0.64,0.642993748,"0","0","7.5","8","0","7.5","7.5","1","0","2.5","5","7","7","7","6","3","6","3","7","High school graduate"
"956",21400000956,2021,"South",4000002021,400095621,"Virginia","0",27,1.11,1.109075189,"0","0","7.5","2","0","7.5","10","0","1","2.5","5","2","5","6","6","6","7","5","6","2-year college degree"
"957",21400000957,2021,"Midwest",4000002021,400095721,"Indiana","0",66,0.8,0.796235979,"1","0","10","10","0","10","10","1","0","5","4","4","7","7","7","4","7","7","7","High school graduate"
"958",21400000958,2021,"South",4000002021,400095821,"Florida","1",73,0.87,0.873173118,"0","0","7.5","3","0","5","7.5","1","0","5","4","1","1","3","1","4","6","6","2","High school graduate"
"959",21400000959,2021,"Midwest",4000002021,400095921,"Missouri","1",68,1.44,1.43727994,"0","0","10","10","0","10","10","1","0","2.5","2","3","6","4","6","1","2","1","6","High school graduate"
"960",21400000960,2021,"South",4000002021,400096021,"Tennessee","1",76,2.17,2.168521404,"0","0","7.5","1","0","10","10","0","0","2.5","5","3","7","7","3","6","7","7","7","Did not graduate from high school"
"961",21400000961,2021,"South",4000002021,400096121,"Louisiana","0",67,1.13,1.125460863,"0","0","7.5","8","0","7.5","7.5","0","0","2.5","5","3","6","6","6","1","3","1","7","High school graduate"
"962",21400000962,2021,"South",4000002021,400096221,"Georgia","1",52,0.6,0.601947367,"0","0","7.5","5","1","7.5","7.5","0","0","5","5","5","5","5","5","5","5","5","5","High school graduate"
"963",21400000963,2021,"West",4000002021,400096321,"Oregon","0",20,2.29,2.285201073,"0","0","7.5","2","0","7.5","7.5","1","1","0","4","5","2","4","5","4","6","4","2","Some college, but no degree (yet)"
"964",21400000964,2021,"Midwest",4000002021,400096421,"Wisconsin","0",21,2.29,2.285201073,"0","0","7.5","1","0","7.5","10","1","0","2.5","4","5","3","7","4","3","7","3","1","Some college, but no degree (yet)"
"965",21400000965,2021,"Northeast",4000002021,400096521,"New York","0",22,7.02,7.024494648,"1","0","10","10","0","10","10","1","1","10","7","7","7","7","7","7","7","7","7","High school graduate"
"966",21400000966,2021,"South",4000002021,400096621,"Florida","0",26,2.07,2.073306322,"1","0","5","7","0","10","5","0","0","2.5","3","6","4","5","5","1","2","2","7","High school graduate"
"967",21400000967,2021,"South",4000002021,400096721,"Virginia","0",27,1.4,1.403239608,"0","0","10","2","0","7.5","10","1","1","2.5","4","3","3","4","5","4","6","5","4","2-year college degree"
"968",21400000968,2021,"Midwest",4000002021,400096821,"Missouri","1",45,0.98,0.983404398,"0","0","7.5","10","0","7.5","10","0","0","0","6","7","7","7","6","1","5","2","7","Some college, but no degree (yet)"
"969",21400000969,2021,"South",4000002021,400096921,"Texas","0",23,3.43,3.430526018,"0","0","7.5","5","0","7.5","7.5","0","0","5","4","3","3","4","5","4","3","4","4","Some college, but no degree (yet)"
"970",21400000970,2021,"South",4000002021,400097021,"Georgia","0",76,1.07,1.066333413,"0","0","7.5","10","0","10","10","0","0","0","4","6","7","7","7","1","3","1","7","2-year college degree"
"971",21400000971,2021,"West",4000002021,400097121,"California","0",83,0.83,0.826260209,"1","0","10","7","0","5","7.5","1","1","5","5","7","6","7","3","1","7","2","7","High school graduate"
"972",21400000972,2021,"South",4000002021,400097221,"Texas","0",50,0.58,0.584291697,"1","0","7.5","5","0","10","10","0","0","7.5","6","2","4","5","6","1","1","3","1","High school graduate"
